porosity,hydraulic_conductivity,transmissivity,specific_yield,storage_coefficient,dtw_decadal_avg,thickness,transmissivity_to_porosity_ratio,distance_to_nearest_isr_km,nearest_isr_injection_rate,well_depth,month,year,vulnerability_proxy,aquifer_type,season,__target_tds__,__target_class__,__sample_id__,__well_id__,__sampled_at__,__synthetic__
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,372.45,safe,8400a8e1-8c4d-4779-ae9c-e720dbf1937f,b426f838-84a7-4ac0-9219-be1396f03448,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,514.15,marginal,d2c2dbbd-bc2e-4f3d-94c6-a9dea20e02b7,884164d6-d3b5-41c5-8de6-6ae08518e8bf,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,266.5,safe,5d3c8af6-eca9-4e5e-834b-53bab006b6d6,7fe55e3e-5bfa-4af8-be31-de4d0d781157,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,201.5,safe,540fa1f6-eea4-4723-ae5d-dfb3cfced63b,3f77979d-d4c3-45ec-9823-bbd2f56dc79f,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,731.25,marginal,3d2abf02-cc2a-45d2-b303-31e900fd9152,3dbd9d1b-53b5-4c9a-90e8-347c2bcefb8c,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,349.7,safe,4905e1e4-4c14-442c-a863-c5adfc2a6c9f,8e26ff8c-fb05-4c17-a526-5a84c4e691b2,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,236.6,safe,03624f7c-36de-43b9-88ca-04f65f22393e,f93a50fc-2ab1-4b9e-b17d-fab276b979b3,2023-01-01,False
0.04,0.08,42.0,1.5,,7.5,-82.5,1049.9737506562335,,,,1,2023,0.00047619045532879895,schist,post_monsoon,307.45,safe,de1aad31-7410-4991-a7a0-4967fe60a409,170488ac-52b7-4287-a3fd-7c58ee8eef09,2023-01-01,False
0.04,0.08,42.0,1.5,,7.5,-82.5,1049.9737506562335,,,,1,2023,0.00047619045532879895,schist,post_monsoon,513.5,marginal,e51a7ac1-49d3-4cd0-a83c-ad79439fb945,9549ee3e-08fa-4433-8e4f-1ebb8633f0ba,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,373.75,safe,099cde15-5d6d-42fb-91c9-74deea97e2e7,ce3eb8d6-2c5a-4098-a7a6-f0665bfb00f2,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,597.35,marginal,df687565-337b-4391-8804-429e5300dc71,16f064c6-4dd7-4051-9055-7480d61a47e9,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,250.25,safe,7cf53c6e-2c24-46cf-ba53-d4e71ab7cff6,342728e6-7087-4f46-841f-66153d79956b,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,521.95,marginal,a4a137df-43fd-4a7d-9f7b-23cfa9a6f0e3,03123061-abdf-4908-b839-0c77896ff775,2023-01-01,False
0.08,0.3,101.0,-0.5,,-2.5,127.5,1262.4842189472631,,,,1,2023,0.00019801979605921005,basalt,post_monsoon,280.8,safe,484ae8d1-78bc-42d6-8176-b72c03fd4776,d878e54b-e3ee-491c-94c2-9b68a70ba322,2023-01-01,False
0.08,0.3,101.0,-0.5,,-2.5,127.5,1262.4842189472631,,,,1,2023,0.00019801979605921005,basalt,post_monsoon,216.45000000000002,safe,f0f6d0f5-c699-400b-9762-d552780bdedd,7dbf1892-2bd1-474f-90c0-c0c28b3522b3,2023-01-01,False
0.08,0.3,101.0,-0.5,,-2.5,127.5,1262.4842189472631,,,,1,2023,0.00019801979605921005,basalt,post_monsoon,178.1,safe,30031c56-ee17-4cc5-9622-4b8846977ca2,548f3d31-ec44-4a2e-b967-01d2bbf189d1,2023-01-01,False
0.08,0.3,101.0,-0.5,,-2.5,127.5,1262.4842189472631,,,,1,2023,0.00019801979605921005,basalt,post_monsoon,303.55,safe,3e8f83d0-b0f8-40ad-9e98-14e7761a24a2,6172e875-eba4-43db-8c74-16d91f63390f,2023-01-01,False
0.08,0.3,101.0,-0.5,,-2.5,127.5,1262.4842189472631,,,,1,2023,0.00019801979605921005,basalt,post_monsoon,785.2,marginal,3270a0e7-6a6b-456d-ac54-bdd6e4af8406,c3ba18b9-5149-430f-a519-6b0a1b6c6efb,2023-01-01,False
0.08,0.3,101.0,-0.5,,-2.5,127.5,1262.4842189472631,,,,1,2023,0.00019801979605921005,basalt,post_monsoon,336.7,safe,548ab65b-49e4-4a50-8488-d8ca85ddedcc,b8437e01-2636-4101-b9e3-7f128cf9b288,2023-01-01,False
0.08,0.3,101.0,-0.5,,-2.5,127.5,1262.4842189472631,,,,1,2023,0.00019801979605921005,basalt,post_monsoon,366.6,safe,01cfceb0-3657-4f14-90cb-188124e2da5a,c8a82ee9-c6d2-48f5-bb18-b3bf668cea15,2023-01-01,False
0.08,0.3,101.0,-0.5,,-2.5,127.5,1262.4842189472631,,,,1,2023,0.00019801979605921005,basalt,post_monsoon,235.3,safe,c9773c3c-7a26-4db4-b214-56c9b024da28,b10bba08-a297-48d2-bb6e-013d7447c811,2023-01-01,False
0.08,0.3,101.0,-0.5,,-2.5,127.5,1262.4842189472631,,,,1,2023,0.00019801979605921005,basalt,post_monsoon,310.7,safe,a42bd41e-f3df-4dd7-a341-f2b2d850a50e,231e1478-4827-48ab-a681-ac1aaeb41ed9,2023-01-01,False
0.08,0.3,101.0,-0.5,,-2.5,127.5,1262.4842189472631,,,,1,2023,0.00019801979605921005,basalt,post_monsoon,358.15000000000003,safe,991a68d0-dfea-4bcb-9265-b06021d07f4c,7b1d4a65-60b4-4501-bb54-c0c33f932140,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,590.85,marginal,18f3b855-5e81-497d-a6c3-f1f7e7678f13,8ecab372-2185-4c85-a783-add6d21ccda6,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,718.25,marginal,e861baa7-bfa0-44c6-b62d-50720818d3ff,09946aed-6a03-43db-8193-b239544a370a,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,1082.25,unsafe,7721d48d-cb41-4c80-b566-9a96a3777267,a0bc9c48-9d40-4324-95e9-97d11437de44,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,715.65,marginal,dcabe1a9-bf8c-4eee-9ecb-840ce6bb7d1d,41354873-901b-4839-8da5-dabbcc638c09,2023-01-01,False
0.2,0.5,-100.0,3.0,,-2.5,240.0,-499.9975000124999,,,,1,2023,-0.00019999999800000007,sandstone,post_monsoon,1182.3500000000001,unsafe,ecde425e-cebe-4f17-9ae2-adcea1841ee3,673b5ef8-452d-425c-abc4-6e3eb2792ba9,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,771.5500000000001,marginal,9b77954e-e967-480e-9975-46f622d710cf,6cda3812-e05a-4667-87eb-0cffb3e54594,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,263.25,safe,9487c161-4835-44be-a1b9-598bc9d81b2d,abde7d85-e9df-4531-9aad-8e3f24a59f15,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,763.75,marginal,129d1882-4061-4b1f-ac21-4c134a07a4e8,4a65dde0-c137-43f0-b5b4-c3d1aa4dc038,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,550.5500000000001,marginal,85d9696b-067f-4d2b-9429-ede1c8b6fd4c,fb82978e-4ca3-4aac-81f8-e01dbec86ee6,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,654.5500000000001,marginal,e373ad1e-f4be-48de-8138-86e675016ab5,13c39f4f-2221-4465-b30e-1855176ec296,2023-01-01,False
0.2,0.5,-100.0,3.0,,-2.5,240.0,-499.9975000124999,,,,1,2023,-0.00019999999800000007,sandstone,post_monsoon,698.1,marginal,605b37ae-8ef3-46db-8083-d2998bd9f78c,f5210571-64e1-4367-a0ae-dccd6b746eeb,2023-01-01,False
0.2,0.5,-100.0,3.0,,-2.5,240.0,-499.9975000124999,,,,1,2023,-0.00019999999800000007,sandstone,post_monsoon,315.25,safe,1e8b202e-0ff6-4cd6-8897-c3d116e01c03,c1b9718f-635d-4fab-9fdd-944bfc4f46ce,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,625.3000000000001,marginal,db62cbfd-f5cf-4c4e-b56e-813fe659bdf5,5c45a5ff-6048-421e-9efa-ec070ee0aa41,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,960.7,marginal,602f649c-8124-49d3-b195-334025a050e4,ca65d48e-c2de-43c9-b81f-fb7e4fa3156c,2023-01-01,False
0.2,0.5,-100.0,3.0,,-2.5,240.0,-499.9975000124999,,,,1,2023,-0.00019999999800000007,sandstone,post_monsoon,966.5500000000001,marginal,9e757f89-90fa-4d9f-9f6e-000430dc88c1,c3f9af8b-4fff-47a9-813e-1f4dec80ff3a,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,523.9,marginal,592360a7-63ae-47c3-91fe-9ee685401451,9a9176d1-3a74-4973-9a41-f4fb23224662,2023-01-01,False
0.2,0.5,-100.0,3.0,,-2.5,240.0,-499.9975000124999,,,,1,2023,-0.00019999999800000007,sandstone,post_monsoon,535.6,marginal,09920ce5-b1a5-447c-8700-3f4b029b1438,e14f7dec-af3d-4b58-91ba-c88c03c59bb7,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,672.75,marginal,6cd3b667-d601-43ff-a1ff-2d5cacfac10b,07aeda16-8c4d-4fda-a157-eb582ea9007b,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,640.25,marginal,11718272-384e-4ca4-b0dd-66630adf693e,aac32f6c-1056-4982-a5c1-f99719b8207d,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,835.25,marginal,2054b776-f9e1-44a4-a7e9-74800c43baa4,a8e149be-7969-4192-8094-b372436a1cf7,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,884.0,marginal,e7ae8002-0b82-431a-a02b-5c5da71876f2,0c2185c3-1eae-42d8-b2f0-223759b612c8,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,525.85,marginal,00c2683b-8a3d-49e7-9958-9f0c8ff493f4,dc15ec75-dabe-41e7-8b5b-3e1658a5eb0f,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,791.7,marginal,b10d33c8-1a75-4444-b0f3-f954114bf644,3fab60bf-91cd-464b-bdec-95cd5b8656f7,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,733.85,marginal,66e37c02-e5a0-4582-b5c9-18dff0b605f7,6bbaa86b-cc25-4ca1-abd1-1260922f7697,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,493.35,safe,de1fca82-802f-45bf-aa95-75acfb68b233,e44cd464-7a6b-420e-95ef-6a9e56f6e211,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,232.05,safe,2bfe6e55-603f-42c7-b433-2ca3077c7526,c67ef0d0-509f-4ad0-98aa-52a3f7b57592,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,611.65,marginal,888a5f91-abb7-4f30-be1d-c5337bd6d550,4c01c8bc-958d-4690-aa19-9d9f6ee75cff,2023-01-01,False
0.2,0.5,-100.0,3.0,,-2.5,240.0,-499.9975000124999,,,,1,2023,-0.00019999999800000007,sandstone,post_monsoon,353.6,safe,d1d7f183-0dc5-454f-983a-387e36567f11,733059bb-32ba-4bc3-92ac-1fe3cc3d7728,2023-01-01,False
0.2,0.5,-100.0,3.0,,-2.5,240.0,-499.9975000124999,,,,1,2023,-0.00019999999800000007,sandstone,post_monsoon,662.35,marginal,4a9a20c0-bdc5-44f5-aa2f-a416c58fda87,1697ea65-fcec-43e2-873a-3541464c4260,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,772.2,marginal,087ef998-1cbc-4d38-b94f-c0222596c7e9,6cde4c4e-582f-4616-bf21-68db7622a36c,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,631.8000000000001,marginal,a7e0bdd5-1533-4225-a087-a42e5f028f46,a4e9ab28-c70d-409e-8060-a44a5cb0f0b1,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,286.65000000000003,safe,eb653314-2315-4538-9fc2-1414c6990acb,dfde848e-d065-4d46-97a5-8fe23386c290,2023-01-01,False
0.04,0.1,-19.5,5.0,,-2.5,102.5,-487.48781280467983,,,,1,2023,-0.001025641057725183,gneiss,post_monsoon,500.5,marginal,aac6108c-286e-4a17-b264-3d866b203494,38966134-e85a-45a5-afe9-7bddf15a8c8f,2023-01-01,False
0.04,0.1,-19.5,5.0,,-2.5,102.5,-487.48781280467983,,,,1,2023,-0.001025641057725183,gneiss,post_monsoon,228.8,safe,8d921554-9161-4718-ab3a-33c91b48ad66,0a132701-e800-4bf7-88c4-58b23f6fd639,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,475.8,safe,15969090-f3de-4e5c-a56d-5d88179d6136,2f20224d-2f7f-4560-aa54-70811b3841d1,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,159.25,safe,fec16270-353b-4e6e-8735-a43b3559ad5f,5136dd70-bb34-47a7-90d5-570cf957cf62,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,261.3,marginal,42e911c2-5018-4689-9f3e-78e99212856f,c5dae71f-7375-4fb2-8aac-d651a229da30,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,158.6,safe,5cd35eb2-103c-4435-9fc4-967e4f2f573c,dac9a8a2-ba19-4b9e-83f6-9338391a3715,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,143.65,safe,b7bcae11-b3f4-4690-942e-d672dccfa0c9,1f438f31-5394-41ec-b830-a9c1827fe40d,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,443.3,safe,760cf967-49c9-4e36-b3e3-f2b7b0258add,f685bb32-392c-4bae-9e55-fe11d1941b6d,2023-01-01,False
0.04,0.08,42.0,1.5,,7.5,-82.5,1049.9737506562335,,,,1,2023,0.00047619045532879895,schist,post_monsoon,297.7,safe,8b6fe273-f0a0-40d4-85cc-d8eb7423ede5,acb1a8b5-4955-4402-8360-c2997ede9eef,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,184.6,safe,96d25a36-06e6-431e-8a79-589dbdec632d,86d5b410-cf6a-40a0-9ec7-d135d54e9df5,2023-01-01,False
0.04,0.1,-19.5,5.0,,-2.5,102.5,-487.48781280467983,,,,1,2023,-0.001025641057725183,gneiss,post_monsoon,168.35,safe,acbc46ac-5728-4095-a3be-e345af968886,77fed89b-6ad3-4a8a-b5d7-eafe21aedbfa,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,310.05,safe,2bcb751a-e920-4dbb-8e1a-ec20c5ff6ba1,d5fe2d8e-1455-4a0f-b1b5-f5f3cdf7887e,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,496.6,safe,e68a0d59-d70a-4557-8317-12802d1fd52b,0930b27e-f734-4307-b7af-2818e1591b18,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,792.35,marginal,ddb4fce1-6659-40fd-a260-a24c5ad0b81f,643c6d16-f66b-43b3-bfbe-516a54bebe2b,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,252.20000000000002,safe,04302127-516b-4315-8c08-61bb82b457ce,2cbd9333-a64d-40af-a021-028b702718a6,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,116.35000000000001,safe,c2edac79-c48b-42f4-8a5b-291bc96d57a4,c63a0fee-3ca3-47bf-910e-89f139498619,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,632.45,marginal,5b9b172f-7894-414b-8ba1-39d5f63bb599,af45ff66-d178-4f7d-9283-28eae00145ab,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,393.90000000000003,safe,7557a592-331b-40ea-94ba-2bb3e2f23a98,92a7ce0d-e9bf-4356-8f2d-73a23e84dd70,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,492.7,safe,ffedeee5-29fb-4739-bdf8-bff38b9c006f,da60ddba-5c69-469d-8552-1dd9fae73c20,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,462.8,safe,7427ce47-e10b-403d-af77-59cb37373264,cb43c67f-ffbf-44cf-89cd-0625a4cf4c66,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,1123.8500000000001,unsafe,ef8852e7-5a5e-478c-8e08-ecd317036bcd,b5b0a1c8-883f-4b48-9e6a-37c46ac7bd19,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,489.45,safe,81fe7e96-f9ea-4948-a2e2-ad7dd37464ba,9702bf9e-f59b-4ecc-82c5-00dc9ea9f440,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,377.0,safe,f0571b22-d990-4cd6-8d3a-cadef9cb7acc,ca66a974-f1a3-4562-81ab-0aa959570232,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,111.15,safe,cd4e6e2e-4d0e-42a8-8338-738c7aa773c1,fd4c944d-67e3-403f-af1f-39d2e80b4dbc,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,640.25,marginal,7668eb6b-dd4b-4acd-9672-b13ed2167a03,dc6791a9-794d-4aa7-b7e7-d096e3e7eed6,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,146.25,safe,f1dcc9f7-99a1-478a-999a-b0f8cc6ce3dc,8e3d7e23-7f0e-47c4-b298-2c4b2aef9a38,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,428.35,safe,964000d9-0204-4ff3-8ce2-99b76719cbda,c5627ece-069b-49e3-aac3-f448c1fbe756,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,321.1,safe,510ae6a8-72bb-4a2b-a1f7-8254a441a359,8e381b86-a71a-40b8-a99f-c97e60c449b0,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,167.70000000000002,safe,d963dfec-150d-469a-97e1-4a68528b7b1d,673c02e9-f397-4397-b403-cd3943a2916e,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,325.65000000000003,safe,f650b7f6-2a55-4935-8314-57935d4a2094,5f102690-6049-460d-8934-ce5bb83f3122,2023-01-01,False
0.04,0.1,-19.5,5.0,,-2.5,102.5,-487.48781280467983,,,,1,2023,-0.001025641057725183,gneiss,post_monsoon,159.25,safe,d8c255c8-32c0-4d8c-808d-c21c3b374ace,99d7eb1f-18c8-4bc9-8a44-c5a3c5c0f3d3,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,722.8000000000001,marginal,d05b2b62-43eb-48ac-bdbe-807d690e3184,e4e02342-14cd-41f4-9e6b-b23ad960afb0,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,637.65,marginal,49dc8960-c62b-4587-81c3-f7af59da4d58,da4e9ccb-aed9-4f50-bb32-6789134e1542,2023-01-01,False
0.04,0.1,-19.5,5.0,,-2.5,102.5,-487.48781280467983,,,,1,2023,-0.001025641057725183,gneiss,post_monsoon,776.75,marginal,de3b8839-5226-4bf8-971f-072fa7bbc461,cad1ab1b-6c3f-49a4-98f0-d4b0d563bf23,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,153.4,safe,37aedb76-3756-4bd2-8085-45882acc008f,179ad7a2-8d91-484d-81d9-ad8fe4293b78,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,469.95,safe,19fb850c-c3c1-4752-b337-5c08508c7840,a9e817e6-2c53-42cb-b821-873fa7b8d3cc,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,215.8,safe,274b76ce-37cc-499e-a21c-431fa61f889e,6e1eaea7-4ed2-40c7-99d0-c5a43afacd4d,2023-01-01,False
0.04,0.1,-19.5,5.0,,-2.5,102.5,-487.48781280467983,,,,1,2023,-0.001025641057725183,gneiss,post_monsoon,355.55,safe,489ada1f-e2a1-494d-819c-82b221d46e6b,d2297ff0-0189-4305-a18b-5a0984616e39,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,394.55,safe,a081bfba-1c79-409f-8a73-cbad3f6e36f7,eb608857-661e-4ce4-aadb-5dace44698db,2023-01-01,False
0.04,0.1,-19.5,5.0,,-2.5,102.5,-487.48781280467983,,,,1,2023,-0.001025641057725183,gneiss,post_monsoon,332.8,safe,d877d12d-9915-4421-be6b-6e9ea1852e73,e50aeee9-8722-461a-b5c7-7b723dad491e,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,515.45,marginal,0bfbd335-865d-4b9f-8f1c-0c41e38eb7bd,85c57b28-302e-4ef6-9642-e75170e56255,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,271.7,safe,6e179923-82d5-4945-9ee0-29d39221c759,a01d5d7c-e7f1-476a-8e27-e067b0776c70,2023-01-01,False
0.3,5.0,295.0,8.0,,-2.5,-95.0,983.3300555664815,,,,1,2023,6.779660858374034e-05,alluvium,post_monsoon,228.15,safe,b2eead45-6f2d-4847-8cfa-4900eb5aa2f9,6cd80786-e475-47ef-9680-ec79d966ad45,2023-01-01,False
0.04,0.08,94.0,2.0,,-5.0,,2349.9412514687133,,,,1,2023,0.00021276595092802189,basement_gneissic_complex,post_monsoon,215.15,safe,d9709494-c428-484f-ad2d-a1bea97ad222,75426f75-d031-47a7-9e1d-58c3664804c6,2023-01-01,False
