ph,ec_us_cm,tds_mg_l,uranium_ppb,nitrate_mg_l,fluoride_mg_l,chloride_mg_l,sulphate_mg_l,total_hardness,calcium_mg_l,magnesium_mg_l,sodium_mg_l,potassium_mg_l,bicarbonate_mg_l,carbonate_mg_l,phosphate_mg_l,arsenic_ppb,iron_ppm,do_mg_l,turbidity_ntu,sampled_at,well_index,well_name,latitude,longitude,synthetic
7.82,609.0,395.85,0.0,40.0,0.33,149.0,14.0,170.0,40.0,22.0,58.0,6.0,128.0,0.0,0.0,0.09567261546262174,0.0,6.775870133417289,7.511639475792312,2025-08-20T00:00:00+00:00,23,SYN-WELL-0023,22.768788200528693,87.45301321414823,True
7.92,1093.0,998.7096015561269,8.46,9.0,0.47,181.0,46.0,350.0,48.0,36.0,110.0,3.0,342.0,0.0,0.0,6.81352991104632,0.20519229048105883,5.394771119524689,5.804069657937857,2024-11-26T00:00:00+00:00,23,SYN-WELL-0023,22.768788200528693,87.45301321414823,True
7.94,1200.0,780.0,2.68,56.0,0.47,178.0,58.0,400.0,72.0,61.0,109.0,22.0,262.0,0.0,0.0,2.848205545225071,0.0,4.165026043066557,5.268071598833117,2023-05-27T00:00:00+00:00,19,SYN-WELL-0019,23.478510862313268,86.2372394559176,True
7.86,941.0,611.65,0.56,33.0,0.41,117.0,44.0,385.0,110.0,28.0,30.0,45.0,256.0,0.0,0.0,13.394731295433907,1.513919552577058,5.75968445397286,6.443936419462363,2023-05-21T00:00:00+00:00,18,SYN-WELL-0018,22.05786242098779,87.1484849497655,True
7.41,882.0,746.412433131136,0.0,20.0,0.14,99.0,73.0,350.0,66.0,50.0,38.0,3.0,201.0,0.0,0.1,1.4915522261131264,1.1589993457039856,2.370986180209116,0.0,2023-10-20T00:00:00+00:00,43,SYN-WELL-0043,23.283574291337686,84.75250488242649,True
8.05,906.0,597.35,0.0,28.0,0.85,149.0,78.0,400.0,122.0,32.0,24.0,4.0,226.0,0.0,0.0,5.071671045368699,0.6954115208042223,2.4564111632115506,0.0,2023-03-18T00:00:00+00:00,19,SYN-WELL-0019,23.478510862313268,86.2372394559176,True
7.8,1223.0,942.7152084013894,2.08,22.0,0.25,146.0,139.0,420.0,50.0,94.0,95.0,1.0,384.0,0.0,0.0,7.6395589453565655,0.566266402882147,3.3836650464580593,3.1957650187942246,2023-11-06T00:00:00+00:00,1,SYN-WELL-0001,21.975767944128517,85.34078474484704,True
8.11,2246.2234337224445,1158.4696766904906,22.089091556421522,20.0,0.19,131.0,26.0,145.0,46.0,9.0,42.0,0.0,67.0,0.0,0.0,0.0,1.416441770244632,6.0291490816974855,2.7093044692723915,2025-12-23T00:00:00+00:00,36,SYN-WELL-0036,24.478257727087573,83.90413499980994,True
7.86,967.0,637.65,2.68,33.0,0.27,82.0,25.0,305.0,62.0,28.0,78.0,6.0,354.0,0.0,0.0,3.5628576674383288,1.2979276363320973,5.394135020748964,5.819239376192833,2023-09-20T00:00:00+00:00,33,SYN-WELL-0033,22.534405219676962,85.02263763306215,True
7.82,2112.5690134510546,893.4714938990223,25.729196393151717,16.0,0.39,50.0,92.0,160.0,24.0,21.0,66.0,6.0,201.0,0.0,0.0,2.4004906922611764,1.2606312876592847,7.288162678000355,3.5800676087340215,2024-11-27T00:00:00+00:00,18,SYN-WELL-0018,22.05786242098779,87.1484849497655,True
7.59,1125.0,1000.0,0.95,41.0,0.69,82.0,80.0,395.0,78.0,50.0,79.0,6.0,397.0,0.0,0.0,0.9171190995641609,0.7696759018475817,3.744018266096562,5.8274597378168425,2025-12-06T00:00:00+00:00,31,SYN-WELL-0031,23.372354015040244,87.79892025581908,True
7.54,2173.4169579925215,1557.8363952047248,27.95417822102108,53.0,0.17,206.0,97.0,460.0,78.0,60.0,99.0,22.0,305.0,0.0,0.0,1.3616619911005623,0.20554019034008622,6.434402112866415,0.0,2023-10-05T00:00:00+00:00,47,SYN-WELL-0047,22.25677471760635,84.64072568327563,True
7.22,483.0,321.1,0.51,7.0,0.31,32.0,34.0,165.0,36.0,22.0,24.0,10.0,189.0,0.0,0.0,10.672087588820766,0.9869873824122901,5.195033005688495,3.457021718365221,2025-02-01T00:00:00+00:00,46,SYN-WELL-0046,23.216344136936865,85.10177446249031,True
8.12,391.0,254.15,13.16,6.0,0.95,46.0,27.0,115.0,12.0,28.0,42.0,11.0,146.0,0.0,0.0,0.4086955914380006,1.0212293336785803,3.7025186494663287,0.0,2024-05-07T00:00:00+00:00,39,SYN-WELL-0039,23.703656712861772,86.41463507527368,True
7.36,1310.0,1000.0,0.0,51.0,0.17,224.0,95.0,400.0,68.0,63.0,97.0,6.0,262.0,0.0,0.1,7.398447296029635,0.31655377128562817,6.0935538072832545,5.047431737485604,2023-11-09T00:00:00+00:00,29,SYN-WELL-0029,24.693643731872445,86.47617763257742,True
7.83,985.0,828.5286444413025,0.0,5.0,0.67,178.0,60.0,275.0,130.0,9.0,124.0,3.0,256.0,0.0,0.27,5.887570012186865,0.20412575681603098,5.281178655158582,0.0,2025-11-06T00:00:00+00:00,1,SYN-WELL-0001,21.975767944128517,85.34078474484704,True
7.82,812.0,924.0142354841539,0.45,21.0,0.09,195.0,51.0,215.0,32.0,29.0,53.0,13.0,140.0,0.0,0.0,0.0,1.2433192886907467,4.267585450538283,4.893240394163518,2024-12-20T00:00:00+00:00,25,SYN-WELL-0025,22.934843622076986,84.20506999151165,True
8.12,1261.0,1000.0,0.0,41.0,0.41,249.0,98.0,400.0,100.0,44.0,99.0,16.0,287.0,0.0,0.23,7.115016630558648,1.6148812761387246,5.475598356859365,0.0,2024-04-25T00:00:00+00:00,40,SYN-WELL-0040,22.483092359496087,85.33275642275633,True
7.69,402.0,261.95,0.0,22.0,0.13,53.0,27.0,150.0,32.0,13.0,25.0,6.0,92.0,0.0,0.09,0.0,0.0,5.166845305312695,1.965888827112818,2025-06-08T00:00:00+00:00,42,SYN-WELL-0042,23.511546964509108,86.55623272431046,True
8.05,2111.9390501401986,993.1245437484,28.21376983753207,13.0,0.74,39.0,39.0,340.0,82.0,30.0,21.0,0.0,317.0,0.0,0.06,7.768550968990961,0.26563632718641794,5.123361476668496,7.079710765796996,2025-09-12T00:00:00+00:00,38,SYN-WELL-0038,22.514451226617606,84.35512847308661,True
7.4,1185.0,1000.0,3.35,31.0,0.3,170.0,80.0,375.0,76.0,33.0,54.0,11.0,348.0,0.0,0.0,0.9568501412149115,0.6956531535182886,4.657332330160561,4.409519954393669,2025-05-05T00:00:00+00:00,49,SYN-WELL-0049,25.3166418259233,83.94984904878329,True
8.14,1405.0,1000.0,0.71,28.0,0.59,89.0,92.0,475.0,92.0,62.0,89.0,40.0,531.0,0.0,0.0,4.050203519538713,0.7906192984240275,3.0510926299914525,0.0,2025-08-09T00:00:00+00:00,25,SYN-WELL-0025,22.934843622076986,84.20506999151165,True
7.51,831.0,538.2,0.0,36.0,0.47,89.0,19.0,225.0,62.0,19.0,81.0,2.0,244.0,0.0,0.23,0.0,0.08434354853109405,5.53457774861077,0.8104246212239037,2023-12-19T00:00:00+00:00,5,SYN-WELL-0005,24.682551608576887,87.83664393511091,True
8.01,1089.0,710.45,11.32,14.0,0.6,71.0,92.0,240.0,80.0,16.0,101.0,2.0,366.0,0.0,0.0,4.734293941628896,1.7684644412408306,3.9551141273014543,0.0,2024-01-12T00:00:00+00:00,24,SYN-WELL-0024,22.15405959591173,86.919483261393,True
8.12,364.0,236.6,0.0,0.0,1.28,28.0,16.0,130.0,20.0,19.0,21.0,2.0,177.0,0.0,0.26,9.561702507823718,0.7454666858816198,3.563408038240678,0.0,2023-09-12T00:00:00+00:00,15,SYN-WELL-0015,23.887527902302985,84.3566600562992,True
7.85,503.0,524.8133420807301,0.91,40.0,0.46,135.0,9.0,220.0,36.0,29.0,27.0,1.0,73.0,0.0,0.16,0.0,0.8219683859293869,4.966740280615308,3.970652704535897,2025-02-01T00:00:00+00:00,41,SYN-WELL-0041,24.387121312772074,87.17195361166894,True
7.96,409.0,500.0,0.25,11.0,0.54,32.0,22.0,160.0,24.0,22.0,11.0,2.0,122.0,0.0,0.0,0.3569974831359337,1.6812188570582276,6.7212477795099215,5.741193374240413,2025-05-29T00:00:00+00:00,38,SYN-WELL-0038,22.514451226617606,84.35512847308661,True
7.34,723.0,820.3917914695658,0.33,27.0,0.16,82.0,69.0,215.0,68.0,11.0,46.0,1.0,159.0,0.0,0.09,6.727726141404936,0.135656862328787,5.734104313843766,5.262423682862758,2024-12-24T00:00:00+00:00,21,SYN-WELL-0021,23.379850253036224,84.94854575180389,True
7.74,785.0,501.15000000000003,0.0,5.0,0.33,36.0,46.0,255.0,46.0,27.0,58.0,8.0,342.0,0.0,0.0,6.877709941881635,0.38809768649040544,4.44394402495634,5.910507259519004,2024-10-18T00:00:00+00:00,19,SYN-WELL-0019,23.478510862313268,86.2372394559176,True
7.98,982.0,637.65,0.54,31.0,0.32,36.0,92.0,300.0,68.0,30.0,55.0,6.0,403.0,0.0,0.0,0.0,0.0,4.371577095837857,3.452356596456726,2025-04-24T00:00:00+00:00,7,SYN-WELL-0007,23.940594185835128,86.95519901953784,True
7.72,952.0,612.95,0.71,20.0,0.51,57.0,40.0,365.0,100.0,30.0,38.0,5.0,372.0,0.0,0.12,16.09243818269664,0.32935466942249525,6.544463871939783,2.406439125000129,2023-07-18T00:00:00+00:00,2,SYN-WELL-0002,24.704235321257485,87.29248032758792,True
7.85,1627.9206763351315,1164.6432121325588,53.56845713819337,25.0,1.51,36.0,5.0,150.0,14.0,28.0,45.0,18.0,220.0,0.0,0.18,7.171320901289988,0.0,1.0858756149949675,0.0,2024-02-05T00:00:00+00:00,15,SYN-WELL-0015,23.887527902302985,84.3566600562992,True
8.05,195.0,126.75,0.0,24.0,0.17,18.0,4.0,90.0,22.0,13.0,5.0,0.0,61.0,0.0,0.0,8.181511974717768,0.9734945479352204,6.835256980559065,1.7396813129980044,2025-02-13T00:00:00+00:00,12,SYN-WELL-0012,23.92832637268416,86.29397280837509,True
7.89,2201.90346858982,965.3079832157268,57.72790609370292,35.0,0.49,89.0,26.0,335.0,74.0,29.0,28.0,7.0,256.0,0.0,0.0,3.1387573200278984,0.7439977250489945,2.02677160512539,0.0,2023-02-27T00:00:00+00:00,13,SYN-WELL-0013,24.62749600095609,87.12584150170936,True
8.12,333.0,500.0,0.0,2.0,0.49,32.0,4.0,110.0,24.0,13.0,33.0,0.0,183.0,0.0,0.05,0.0,0.2560514850730219,2.8522657650186356,0.11933789149232243,2025-09-24T00:00:00+00:00,49,SYN-WELL-0049,25.3166418259233,83.94984904878329,True
7.84,195.0,126.75,0.25,12.0,0.34,21.0,3.0,70.0,6.0,21.0,9.0,0.0,49.0,0.0,0.0,8.048332367501441,0.3797034045275065,4.474321503726195,3.8557074817521673,2023-07-07T00:00:00+00:00,34,SYN-WELL-0034,22.02949225596851,85.4834345224325,True
7.93,623.0,527.8670992304895,0.51,35.0,0.0,39.0,8.0,210.0,40.0,24.0,48.0,2.0,256.0,0.0,0.0,0.6088718306146825,0.9830264906322934,9.306223457275522,3.028775649836311,2025-05-11T00:00:00+00:00,27,SYN-WELL-0027,24.266707801544133,83.50368751091061,True
7.64,2088.0,1357.2,16.58,43.0,0.49,234.0,190.0,570.0,130.0,61.0,324.0,22.0,519.0,0.0,0.0,7.263590165100039,0.0,8.41935484802568,15.758912151579104,2024-11-06T00:00:00+00:00,8,SYN-WELL-0008,22.4392894934468,83.89572839194129,True
8.24,3166.95421476013,1433.0309453334862,29.30695128633439,37.0,1.26,135.0,97.0,380.0,102.0,27.0,95.0,15.0,439.0,0.0,0.0,2.6871935784236274,0.5929175072167663,6.671677960434844,0.0,2025-07-17T00:00:00+00:00,42,SYN-WELL-0042,23.511546964509108,86.55623272431046,True
7.58,351.0,500.0,6.71,0.0,0.29,60.0,6.0,95.0,38.0,5.0,25.0,18.0,92.0,0.0,0.0,5.428236274698264,0.9396568645211212,6.04177628093181,2.9996051166728717,2025-04-28T00:00:00+00:00,32,SYN-WELL-0032,24.79907134633112,84.8150879153424,True
7.75,317.0,206.05,0.0,4.0,0.46,14.0,30.0,100.0,22.0,7.0,25.0,6.0,153.0,0.0,0.0,0.0,0.0,2.047901457577546,0.0,2024-07-18T00:00:00+00:00,25,SYN-WELL-0025,22.934843622076986,84.20506999151165,True
7.95,2443.0,1587.95,1.94,9.0,0.32,309.0,96.0,820.0,167.0,77.0,276.0,3.0,622.0,0.0,0.0,9.18633365607359,0.9294566039914135,5.682164693185259,1.9488564961201964,2025-04-07T00:00:00+00:00,23,SYN-WELL-0023,22.768788200528693,87.45301321414823,True
8.01,316.0,209.3,0.0,5.0,0.1,36.0,8.0,120.0,48.0,5.0,13.0,1.0,92.0,0.0,0.0,0.0,0.0,4.411401266592052,2.1116272715392617,2024-01-15T00:00:00+00:00,27,SYN-WELL-0027,24.266707801544133,83.50368751091061,True
7.59,689.0,449.15000000000003,0.0,1.0,0.71,43.0,26.0,275.0,86.0,17.0,29.0,16.0,323.0,0.0,0.0,17.47341655203514,0.3676838613039272,3.929995199479101,6.879520104932553,2024-10-01T00:00:00+00:00,41,SYN-WELL-0041,24.387121312772074,87.17195361166894,True
8.24,759.0,491.40000000000003,1.54,25.0,0.81,128.0,37.0,240.0,62.0,24.0,49.0,11.0,146.0,0.0,0.09,17.427691809922074,0.0,5.678645561954387,1.7013338431283151,2025-09-28T00:00:00+00:00,36,SYN-WELL-0036,24.478257727087573,83.90413499980994,True
7.86,405.0,500.0,0.0,5.0,0.1,64.0,8.0,180.0,24.0,24.0,18.0,0.0,134.0,0.0,0.11,13.796197512799063,1.4518726055030102,4.552001982995942,2.7347215997753644,2023-04-03T00:00:00+00:00,24,SYN-WELL-0024,22.15405959591173,86.919483261393,True
7.43,1130.0,982.9259411011037,6.39,49.0,0.15,85.0,85.0,435.0,62.0,77.0,37.0,11.0,403.0,0.0,0.23,11.65287391464706,0.0,6.964739182743932,1.778728150111122,2024-01-25T00:00:00+00:00,33,SYN-WELL-0033,22.534405219676962,85.02263763306215,True
7.56,1609.0,1053.65,8.55,43.0,1.55,305.0,155.0,485.0,112.0,44.0,121.0,15.0,348.0,0.0,0.0,3.492709850598154,0.0,1.915281418297199,0.0,2023-01-19T00:00:00+00:00,46,SYN-WELL-0046,23.216344136936865,85.10177446249031,True
7.79,1167.0,1000.0,0.0,15.0,0.77,163.0,89.0,460.0,70.0,67.0,57.0,22.0,293.0,0.0,0.0,10.99928023448325,0.543346499117421,5.535020560222768,0.8915905128275701,2024-08-08T00:00:00+00:00,16,SYN-WELL-0016,23.907225062608948,85.87881925962363,True
7.74,2099.9361691954086,1148.9081743059298,59.06528132298237,5.0,0.06,85.0,9.0,140.0,32.0,16.0,86.0,8.0,195.0,0.0,0.11,3.422941010343234,0.16040791398542398,3.8176249976747223,1.9722531396647291,2025-05-06T00:00:00+00:00,45,SYN-WELL-0045,24.15598907591611,87.04215426236013,True
7.92,568.0,718.1935905486671,1.69,7.0,0.17,36.0,42.0,150.0,20.0,24.0,42.0,5.0,146.0,0.0,0.0,0.0,0.0,4.662655507951752,3.795303533625538,2023-02-12T00:00:00+00:00,30,SYN-WELL-0030,24.275097391145856,86.76314402497135,True
7.66,982.0,632.45,0.31,10.0,0.47,67.0,40.0,205.0,74.0,11.0,60.0,6.0,372.0,0.0,0.0,13.019208484184128,0.8180706394083945,5.948327555062635,5.7357891488993005,2024-08-24T00:00:00+00:00,9,SYN-WELL-0009,22.350855257375905,85.39429461121439,True
7.67,2016.224863013681,800.2199824975244,54.28081386743783,9.0,0.73,43.0,27.0,190.0,46.0,9.0,24.0,6.0,214.0,0.0,0.0,10.772946777535031,0.0,3.3888458473018797,2.5616139611558832,2024-03-30T00:00:00+00:00,48,SYN-WELL-0048,22.363020657421803,86.47360409348364,True
8.1,791.0,795.7911607745973,0.0,31.0,1.28,110.0,11.0,215.0,28.0,35.0,79.0,4.0,207.0,0.0,0.0,3.8119653540673877,0.0,5.695617850762437,2.491294944074613,2025-05-07T00:00:00+00:00,34,SYN-WELL-0034,22.02949225596851,85.4834345224325,True
7.7,1506.8661907818596,1051.5420741586572,55.98365199693973,7.0,0.52,57.0,33.0,300.0,88.0,21.0,12.0,3.0,250.0,0.0,0.14,0.0,0.04734721070545078,5.017791230623324,0.0,2023-08-30T00:00:00+00:00,19,SYN-WELL-0019,23.478510862313268,86.2372394559176,True
8.05,1759.0,1000.0,0.63,26.0,0.42,178.0,173.0,535.0,144.0,38.0,117.0,7.0,506.0,0.0,0.28,0.48279594052615726,1.011555674508598,4.210943642681601,5.658938069025405,2023-06-28T00:00:00+00:00,10,SYN-WELL-0010,24.28941036626665,85.0242108126815,True
7.36,331.0,603.9781905592271,0.25,37.0,0.5,32.0,19.0,180.0,50.0,15.0,5.0,0.0,98.0,0.0,0.0,0.0,1.3568278569092063,4.552969525180345,0.716408451399837,2023-04-14T00:00:00+00:00,45,SYN-WELL-0045,24.15598907591611,87.04215426236013,True
7.96,1219.0,792.35,6.04,10.0,0.7,135.0,92.0,470.0,84.0,44.0,43.0,10.0,409.0,0.0,0.0,9.670485115707862,1.221947573129301,5.121806595863533,6.488492952919103,2024-03-22T00:00:00+00:00,41,SYN-WELL-0041,24.387121312772074,87.17195361166894,True
7.91,409.0,263.25,0.78,4.0,0.14,36.0,5.0,180.0,42.0,19.0,10.0,0.0,146.0,0.0,0.0,0.0,0.34270834667643707,4.017894277386219,8.765759791416784,2024-06-17T00:00:00+00:00,2,SYN-WELL-0002,24.704235321257485,87.29248032758792,True
8.03,3044.17809761351,1362.2752891780033,36.46013306774357,36.0,0.06,64.0,91.0,375.0,74.0,44.0,54.0,6.0,378.0,0.0,0.0,5.720985220880058,0.0,5.412770055586101,2.7483398932279792,2025-10-03T00:00:00+00:00,31,SYN-WELL-0031,23.372354015040244,87.79892025581908,True
7.87,1954.3648117264534,1162.4873839140462,41.461640734341984,42.0,0.6,78.0,96.0,385.0,96.0,30.0,60.0,11.0,317.0,0.0,0.0,0.0,0.7235971148529909,4.899282081001064,0.0,2024-05-25T00:00:00+00:00,5,SYN-WELL-0005,24.682551608576887,87.83664393511091,True
7.61,310.0,201.5,0.0,13.0,0.51,36.0,3.0,75.0,10.0,19.0,41.0,4.0,104.0,0.0,0.0,0.0,1.4794016174572293,4.299691433279471,3.4332055476548073,2023-07-07T00:00:00+00:00,14,SYN-WELL-0014,24.171514120002065,85.36187602454709,True
7.84,1219.0,1000.0,0.72,48.0,0.31,163.0,72.0,385.0,70.0,39.0,89.0,11.0,378.0,0.0,0.02,5.43013055967143,1.3136532854694978,8.261716021025372,4.894807992074554,2025-02-04T00:00:00+00:00,28,SYN-WELL-0028,23.899612533194475,84.0174461381141,True
8.03,1252.4726151822617,893.0464715941209,33.91119926400068,1.0,0.17,39.0,17.0,80.0,40.0,5.0,19.0,0.0,61.0,0.0,0.0,1.9972036881278115,0.7740643068206039,6.147431860610918,2.237919995013116,2023-03-09T00:00:00+00:00,12,SYN-WELL-0012,23.92832637268416,86.29397280837509,True
7.37,2706.486782296124,1227.8895116144308,32.22578594140872,15.0,0.64,64.0,23.0,230.0,54.0,17.0,60.0,8.0,360.0,0.0,0.0,9.029134632552207,0.0,4.711117981278682,1.2438463624827043,2024-01-14T00:00:00+00:00,25,SYN-WELL-0025,22.934843622076986,84.20506999151165,True
7.71,2381.9512033233214,1299.0752270553003,21.85801650879991,7.0,0.34,39.0,31.0,260.0,66.0,21.0,34.0,5.0,250.0,0.0,0.11,0.0,0.08228509746010954,5.662548775484476,5.754128842789655,2024-12-16T00:00:00+00:00,21,SYN-WELL-0021,23.379850253036224,84.94854575180389,True
7.91,1112.0,965.7031456831038,0.0,12.0,0.21,174.0,18.0,310.0,120.0,17.0,96.0,18.0,360.0,0.0,0.0,0.0,1.8036700791219722,3.5517237538076856,5.490313098776781,2023-10-06T00:00:00+00:00,29,SYN-WELL-0029,24.693643731872445,86.47617763257742,True
8.12,1095.0,966.159929806105,1.69,41.0,0.61,149.0,97.0,305.0,78.0,28.0,116.0,8.0,299.0,0.0,0.0,0.0,0.0,4.613811107798551,2.114841438691369,2024-10-13T00:00:00+00:00,40,SYN-WELL-0040,22.483092359496087,85.33275642275633,True
7.7,518.0,688.2460148390539,3.96,2.0,0.51,53.0,11.0,250.0,46.0,22.0,8.0,7.0,207.0,0.0,0.19,0.0,0.0,4.823860589211154,0.0,2024-05-11T00:00:00+00:00,7,SYN-WELL-0007,23.940594185835128,86.95519901953784,True
7.45,1061.0,1000.0,0.0,2.0,0.4,82.0,26.0,340.0,106.0,16.0,55.0,2.0,439.0,0.0,0.0,14.789154459871076,1.109786085815699,3.1557709621622116,5.32551274151781,2025-11-08T00:00:00+00:00,39,SYN-WELL-0039,23.703656712861772,86.41463507527368,True
7.46,932.0,799.6310133676093,1.34,41.0,0.82,71.0,63.0,385.0,84.0,30.0,44.0,11.0,323.0,0.0,0.04,16.501589464598016,0.14818852863613058,6.097237286389952,0.43069122623449374,2023-11-11T00:00:00+00:00,11,SYN-WELL-0011,23.598836721500962,87.609457198146,True
7.84,1035.0,865.8743812029711,1.3,41.0,0.82,146.0,44.0,325.0,64.0,34.0,95.0,45.0,342.0,0.0,0.16,4.556357231343718,0.0,4.489897135296914,4.357364301481236,2025-09-19T00:00:00+00:00,1,SYN-WELL-0001,21.975767944128517,85.34078474484704,True
7.89,2903.0086720390036,1450.8014660103777,33.183379771832094,40.0,1.2,178.0,234.0,490.0,120.0,47.0,57.0,23.0,275.0,0.0,0.0,0.0,1.5195798251061108,4.760159998594673,4.104628926716147,2024-11-16T00:00:00+00:00,22,SYN-WELL-0022,24.936910756438582,87.8137458134363,True
7.69,512.0,325.65000000000003,12.36,16.0,0.61,36.0,24.0,205.0,30.0,24.0,27.0,5.0,189.0,0.0,0.0,2.209306447059358,0.7727391847015979,4.3763042535779615,0.0,2025-03-31T00:00:00+00:00,15,SYN-WELL-0015,23.887527902302985,84.3566600562992,True
7.76,370.0,235.3,0.72,1.0,0.19,50.0,18.0,95.0,20.0,12.0,14.0,0.0,140.0,0.0,0.06,9.241445214918183,0.18273918493597535,10.72636306315758,3.8243267376462935,2023-07-04T00:00:00+00:00,9,SYN-WELL-0009,22.350855257375905,85.39429461121439,True
8.08,791.0,510.25,0.45,20.0,0.31,146.0,23.0,245.0,64.0,17.0,66.0,1.0,207.0,0.0,0.31,0.9136658810677236,0.0,4.2072927296867775,5.558130101497822,2023-01-21T00:00:00+00:00,21,SYN-WELL-0021,23.379850253036224,84.94854575180389,True
7.8,759.0,491.40000000000003,2.56,9.0,0.5,64.0,17.0,300.0,56.0,35.0,37.0,9.0,256.0,0.0,0.07,5.425803202250135,1.8831845947019563,1.6763814830055104,6.048609661241947,2025-03-11T00:00:00+00:00,43,SYN-WELL-0043,23.283574291337686,84.75250488242649,True
7.39,1034.0,662.35,5.49,42.0,0.5,149.0,96.0,265.0,62.0,28.0,51.0,11.0,220.0,0.0,0.06,3.9234636971125023,0.43288372687737475,2.520122452274096,3.9694630043852506,2024-06-10T00:00:00+00:00,29,SYN-WELL-0029,24.693643731872445,86.47617763257742,True
8.1,274.0,178.1,0.0,0.0,0.37,21.0,9.0,100.0,16.0,23.0,14.0,0.0,165.0,0.0,0.08,0.5871239795028522,1.428129643728646,6.766744720851783,0.0,2023-12-05T00:00:00+00:00,36,SYN-WELL-0036,24.478257727087573,83.90413499980994,True
8.18,1953.4188891943215,731.291147912682,32.169689718381505,42.0,0.59,50.0,6.0,145.0,14.0,32.0,16.0,1.0,67.0,0.0,0.0,0.842843524048773,1.0755434812266078,7.805614845029634,8.608324248746548,2025-09-08T00:00:00+00:00,7,SYN-WELL-0007,23.940594185835128,86.95519901953784,True
8.05,568.0,577.8713309645087,0.0,1.0,0.27,64.0,5.0,205.0,50.0,19.0,19.0,3.0,299.0,0.0,0.23,5.7599252301130495,0.08536890683573617,4.172765055528863,5.144090670170321,2023-12-24T00:00:00+00:00,3,SYN-WELL-0003,24.276977998072113,86.54276133512604,True
7.41,712.0,455.65000000000003,2.56,35.0,0.35,82.0,56.0,180.0,62.0,9.0,66.0,31.0,201.0,0.0,0.0,0.0,0.09094121950715323,7.702109405343835,0.0,2024-04-19T00:00:00+00:00,16,SYN-WELL-0016,23.907225062608948,85.87881925962363,True
8.02,756.0,493.35,0.18,8.0,0.82,43.0,74.0,400.0,62.0,40.0,14.0,3.0,317.0,0.0,0.09,6.710376073741097,1.4624204285537437,6.73486199971658,0.3489478393669061,2025-03-03T00:00:00+00:00,38,SYN-WELL-0038,22.514451226617606,84.35512847308661,True
8.1,2722.610878633125,1390.1732321183058,56.10279936868144,11.0,1.91,206.0,78.0,365.0,92.0,22.0,139.0,7.0,427.0,0.0,0.0,1.1705262421049083,1.4737621328339843,5.0589357642250405,4.424896837178083,2025-11-19T00:00:00+00:00,44,SYN-WELL-0044,23.005292312017566,87.17000807648769,True
7.7,2294.0085949047902,1123.7846547302797,56.09850970305306,28.0,0.82,142.0,82.0,230.0,30.0,38.0,114.0,5.0,214.0,0.0,0.0,4.764203827889381,0.0,4.931196689213037,6.219136773193023,2025-09-11T00:00:00+00:00,5,SYN-WELL-0005,24.682551608576887,87.83664393511091,True
7.74,1175.0,879.835854411909,6.64,28.0,0.71,124.0,78.0,465.0,100.0,44.0,46.0,2.0,342.0,0.0,0.0,12.303775397011353,0.8348461826875346,5.725566407548176,1.5481485746091932,2024-12-15T00:00:00+00:00,23,SYN-WELL-0023,22.768788200528693,87.45301321414823,True
7.59,2251.432357942734,1033.9988623333802,39.28423924305307,10.0,0.47,78.0,52.0,180.0,42.0,17.0,80.0,3.0,189.0,0.0,0.0,2.9908477286382853,0.3651496366934663,6.979420479876554,6.802101629516299,2023-05-01T00:00:00+00:00,19,SYN-WELL-0019,23.478510862313268,86.2372394559176,True
7.45,300.0,195.0,0.0,16.0,0.95,18.0,5.0,150.0,24.0,16.0,11.0,8.0,214.0,0.0,0.0,9.518826041151954,0.0,6.11513021807104,0.0,2023-04-30T00:00:00+00:00,37,SYN-WELL-0037,23.566570305879857,85.51202790695059,True
7.44,758.0,886.6875736944262,0.26,13.0,0.09,149.0,53.0,330.0,96.0,21.0,38.0,2.0,146.0,0.0,0.12,0.0,0.6332222663020382,4.181745056762348,0.0,2025-01-28T00:00:00+00:00,10,SYN-WELL-0010,24.28941036626665,85.0242108126815,True
7.58,1496.998701514489,770.7708138575779,36.57321323053058,32.0,0.6,21.0,49.0,95.0,32.0,5.0,25.0,18.0,122.0,0.0,0.0,1.177821918156432,0.0,5.086427315352641,0.0,2024-07-11T00:00:00+00:00,24,SYN-WELL-0024,22.15405959591173,86.919483261393,True
7.54,2636.520074913348,1715.7270942635396,47.98862914177091,10.0,0.32,163.0,98.0,450.0,124.0,33.0,109.0,19.0,384.0,0.0,0.0,4.166131726456437,0.12348125174773006,8.966274218499464,0.0,2023-05-26T00:00:00+00:00,42,SYN-WELL-0042,23.511546964509108,86.55623272431046,True
7.8,691.0,440.7,2.68,13.0,0.61,60.0,19.0,260.0,52.0,24.0,44.0,1.0,220.0,0.0,0.0,15.539984075238754,0.0,5.852184835133146,9.53230873817638,2025-01-31T00:00:00+00:00,23,SYN-WELL-0023,22.768788200528693,87.45301321414823,True
8.18,878.0,573.3000000000001,0.25,5.0,1.6,46.0,24.0,350.0,80.0,32.0,43.0,1.0,372.0,0.0,0.0,0.0,0.10014611509080107,6.964785768388708,11.73120893834161,2025-10-28T00:00:00+00:00,39,SYN-WELL-0039,23.703656712861772,86.41463507527368,True
